Job_Title,Salary_Estimate,Company_Name,Location,Headquarters,Industry,Sector,Revenue,Competitors,Hourly,Employer_provided,Min_Salary,Max_Salary,Avg_Salary,company_txt,Job_Location,Python,Spark,AWS,Excel,SQL,SAS,Keras,PyTorch,Scikit_Learn,TensorFlow,Hadoop,Tableau,Power_BI,Flink,MongoDB,Google_Analytics,Job_Category,Seniority_Title,Degree_Required,Company_Rating,State_Wise,Company_Man_Power,Company_Man_Power_Category,Founded_Year,Company_Age,Ownership_Type
data scientist,$53K-$91K (Glassdoor est.),Tecolote Research,"Albuquerque, NM","Goleta, CA",Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),-1,0,0,53,91,72.0,Tecolote Research,NM,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Data Scientist,Not Specified,Masters,3.8,NM,501 - 1000,Medium,1973,53,Private
healthcare data scientist,$63K-$112K (Glassdoor est.),University of Maryland Medical System,"Linthicum, MD","Baltimore, MD",Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),-1,0,0,63,112,87.5,University of Maryland Medical System,MD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.4,MD,10000+,Very Large,1984,42,Other
data scientist,$80K-$90K (Glassdoor est.),KnowBe4,"Clearwater, FL","Clearwater, FL",Security Services,Business Services,$100 to $500 million (USD),-1,0,0,80,90,85.0,KnowBe4,FL,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,4.8,FL,501 - 1000,Medium,2010,16,Private
data scientist,$56K-$97K (Glassdoor est.),PNNL,"Richland, WA","Richland, WA",Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,56,97,76.5,PNNL,WA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.8,WA,1001 - 5000,Large,1965,61,Government
data scientist,$86K-$143K (Glassdoor est.),Affinity Solutions,"New York, NY","New York, NY",Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee",0,0,86,143,114.5,Affinity Solutions,NY,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,2.9,NY,51 - 200,Small,1998,28,Private
data scientist,$71K-$119K (Glassdoor est.),CyrusOne,"Dallas, TX","Dallas, TX",Real Estate,Real Estate,$1 to $2 billion (USD),"Digital Realty, CoreSite, Equinix",0,0,71,119,95.0,CyrusOne,TX,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,Data Scientist,Not Specified,Not_Specified,3.4,TX,201 - 500,Medium,2000,26,Public
data scientist,$54K-$93K (Glassdoor est.),ClearOne Advantage,"Baltimore, MD","Baltimore, MD",Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1,0,0,54,93,73.5,ClearOne Advantage,MD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.1,MD,501 - 1000,Medium,2008,18,Private
data scientist,$86K-$142K (Glassdoor est.),Logic20/20,"San Jose, CA","Seattle, WA",Consulting,Business Services,$25 to $50 million (USD),-1,0,0,86,142,114.0,Logic20/20,CA,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.8,CA,201 - 500,Medium,2005,21,Private
research scientist,$38K-$84K (Glassdoor est.),Rochester Regional Health,"Rochester, NY","Rochester, NY",Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,38,84,61.0,Rochester Regional Health,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,PhD,3.3,NY,10000+,Very Large,2014,12,Healthcare
data scientist,$120K-$160K (Glassdoor est.),<intent>,"New York, NY","New York, NY",Internet,Information Technology,$100 to $500 million (USD),"Clicktripz, SmarterTravel",0,0,120,160,140.0,<intent>,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.6,NY,51 - 200,Small,2009,17,Private
data scientist,$126K-$201K (Glassdoor est.),Wish,"San Jose, CA","San Francisco, CA",Other Retail Stores,Retail,$1 to $2 billion (USD),-1,0,0,126,201,163.5,Wish,CA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.5,CA,501 - 1000,Medium,2011,15,Private
data scientist,$64K-$106K (Glassdoor est.),ManTech,"Chantilly, VA","Herndon, VA",Research & Development,Business Services,$1 to $2 billion (USD),-1,0,0,64,106,85.0,ManTech,VA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.1,VA,5001 - 10000,Large,1968,58,Public
staff data scientist   technology,$106K-$172K (Glassdoor est.),Walmart,"Plano, TX","Bentonville, AR","Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),"Target, Costco Wholesale, Amazon",0,0,106,172,139.0,Walmart,TX,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.2,TX,10000+,Very Large,1962,64,Public
data analyst,$46K-$85K (Glassdoor est.),Yesler,"Seattle, WA","Seattle, WA",Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,46,85,65.5,Yesler,WA,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,Data Analyst,Not Specified,Not_Specified,4.1,WA,201 - 500,Medium,2012,14,Private
data scientist,$83K-$144K (Glassdoor est.),Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,83,144,113.5,Takeda Pharmaceuticals,MA,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.7,MA,10000+,Very Large,1781,245,Public
data engineer i,$102K-$190K (Glassdoor est.),Audible,"Newark, NJ","Newark, NJ",Motion Picture Production & Distribution,Media,Unknown / Non-Applicable,-1,0,0,102,190,146.0,Audible,NJ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Not_Specified,3.6,NJ,1001 - 5000,Large,1995,31,Subsidiary
scientist i ii  biology,$67K-$137K (Glassdoor est.),Blueprint Medicines,"Cambridge, MA","Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),"bluebird bio, Agios Pharmaceuticals, Celgene",0,0,67,137,102.0,Blueprint Medicines,MA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,PhD,3.9,MA,51 - 200,Small,2011,15,Public
customer data scientist,$118K-$189K (Glassdoor est.),h2o.ai,"Mountain View, CA","Mountain View, CA",Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,118,189,153.5,h2o.ai,CA,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,Not Specified,Masters,4.3,CA,201 - 500,Medium,2011,15,Private
data scientist   health data analytics,$110K-$175K (Glassdoor est.),Nuna,"San Francisco, CA","San Francisco, CA",Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,110,175,142.5,Nuna,CA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.2,CA,51 - 200,Small,2010,16,Private
data scientist,$64K-$111K (Glassdoor est.),Pinnacol Assurance,"Denver, CO","Denver, CO",Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,64,111,87.5,Pinnacol Assurance,CO,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,4.0,CO,501 - 1000,Medium,1915,111,Nonprofit
data scientist,$81K-$130K (Glassdoor est.),Porch,"Seattle, WA","Seattle, WA",Internet,Information Technology,Unknown / Non-Applicable,"Angie's List, HomeAdvisor, Thumbtack",0,0,81,130,105.5,Porch,WA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.2,WA,201 - 500,Medium,2012,14,Private
senior data scientist   machine learning,$73K-$119K (Glassdoor est.),Health IQ,"Dallas, TX","Mountain View, CA",Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,-1,0,0,73,119,96.0,Health IQ,TX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,PhD,3.9,TX,201 - 500,Medium,2013,13,Private
data scientist   quantitative,$86K-$139K (Glassdoor est.),Truckstop.com,"Chicago, IL","New Plymouth, ID",Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,-1,0,0,86,139,112.5,Truckstop.com,IL,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,Data Scientist,Not Specified,Masters,3.8,IL,501 - 1000,Medium,1995,31,Private
data scientist,$63K-$105K (Glassdoor est.),SMC 3,"Louisville, KY","Peachtree City, GA",Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),-1,0,0,63,105,84.0,SMC 3,KY,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Not Specified,Masters,4.3,KY,51 - 200,Small,1935,91,Nonprofit
data scientist,$109K-$177K (Glassdoor est.),Novetta,"Herndon, VA","Mc Lean, VA",Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,0,109,177,143.0,Novetta,VA,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.0,VA,501 - 1000,Medium,2012,14,Private
digital health data scientist,$63K-$110K (Glassdoor est.),Pfizer,"Cambridge, MA","New York, NY",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,63,110,86.5,Pfizer,MA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.0,MA,10000+,Very Large,1849,177,Public
data scientist,$75K-$124K (Glassdoor est.),First Tech Federal Credit Union,"Hillsboro, OR","San Jose, CA",Banks & Credit Unions,Finance,$100 to $500 million (USD),-1,0,0,75,124,99.5,First Tech Federal Credit Union,OR,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.5,OR,1001 - 5000,Large,1952,74,Private
associate data analyst,$34K-$61K (Glassdoor est.),The Hanover Insurance Group,"Worcester, MA","Worcester, MA",Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,0,0,34,61,47.5,The Hanover Insurance Group,MA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not_Specified,3.7,MA,5001 - 10000,Large,1852,174,Public
clinical data scientist,$63K-$105K (Glassdoor est.),Pfizer,"Groton, CT","New York, NY",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,63,105,84.0,Pfizer,CT,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,4.0,CT,10000+,Very Large,1849,177,Public
data scientist,$80K-$90K (Glassdoor est.),KnowBe4,"Clearwater, FL","Clearwater, FL",Security Services,Business Services,$100 to $500 million (USD),-1,0,0,80,90,85.0,KnowBe4,FL,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,4.8,FL,501 - 1000,Medium,2010,16,Private
data scientist,$56K-$97K (Glassdoor est.),PNNL,"Richland, WA","Richland, WA",Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,56,97,76.5,PNNL,WA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.8,WA,1001 - 5000,Large,1965,61,Government
data scientist,$72K-$120K (Glassdoor est.),Amrock,"Detroit, MI","Detroit, MI",Real Estate,Real Estate,$500 million to $1 billion (USD),-1,0,0,72,120,96.0,Amrock,MI,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.6,MI,1001 - 5000,Large,1997,29,Private
data scientist   machine learning expert,$86K-$143K (Glassdoor est.),Novartis,"Cambridge, MA","Basel, Switzerland",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,86,143,114.5,Novartis,MA,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.8,MA,10000+,Very Large,1996,30,Public
data scientist,$93K-$149K (Glassdoor est.),Juniper Networks,"Sunnyvale, CA","Sunnyvale, CA",Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,0,0,93,149,121.0,Juniper Networks,CA,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,Data Scientist,Not Specified,Masters,3.8,CA,5001 - 10000,Large,1996,30,Public
data scientist,$85K-$140K (Glassdoor est.),New England Biolabs,"Ipswich, MA","Ipswich, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Thermo Fisher Scientific, Enzymatics, Illumina",0,0,85,140,112.5,New England Biolabs,MA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.7,MA,201 - 500,Medium,1974,52,Private
web data analyst,$77K-$135K (Glassdoor est.),Clarity Insights,"San Jose, CA","Chicago, IL",IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,77,135,106.0,Clarity Insights,CA,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Data Analyst,Not Specified,Not_Specified,4.2,CA,201 - 500,Medium,2008,18,Private
data scientist,$82K-$132K (Glassdoor est.),Esri,"Redlands, CA","Redlands, CA",Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,82,132,107.0,Esri,CA,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,Data Scientist,Not Specified,Masters,3.5,CA,1001 - 5000,Large,1969,57,Private
data scientist,$83K-$137K (Glassdoor est.),Systems & Technology Research,"Woburn, MA","Woburn, MA",Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1,0,0,83,137,110.0,Systems & Technology Research,MA,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,Data Scientist,Not Specified,PhD,4.7,MA,201 - 500,Medium,2010,16,Private
senior data scientist,$115K-$180K (Glassdoor est.),Sartorius,"Fremont, CA","Gottingen, Germany",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1,0,0,115,180,147.5,Sartorius,CA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,3.5,CA,5001 - 10000,Large,1870,156,Public
data engineer,$74K-$138K (Glassdoor est.),Lancer Insurance,"Long Beach, NY","Long Beach, NY",Insurance Carriers,Insurance,$100 to $500 million (USD),-1,0,0,74,138,106.0,Lancer Insurance,NY,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Masters,3.5,NY,201 - 500,Medium,1985,41,Private
data analyst,$64K-$112K (Glassdoor est.),Sauce Labs,"San Francisco, CA","San Francisco, CA",IT Services,Information Technology,$50 to $100 million (USD),"BrowserStack, Selenium Master, Perfecto Mobile",0,0,64,112,88.0,Sauce Labs,CA,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,Data Analyst,Not Specified,Not_Specified,4.2,CA,201 - 500,Medium,2008,18,Private
data engineer,$68K-$129K (Glassdoor est.),Persivia,"Marlborough, MA","Lowell, MA",Unknown,Unknown,Less than $1 million (USD),-1,0,0,68,129,98.5,Persivia,MA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Not_Specified,3.6,MA,Unknown,Unknown,,,Private
data scientist   algorithms   inference,$110K-$175K (Glassdoor est.),Nuna,"San Francisco, CA","San Francisco, CA",Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,110,175,142.5,Nuna,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,4.2,CA,51 - 200,Small,2010,16,Private
scientist,$52K-$113K (Glassdoor est.),Edgewell Personal Care,"Allendale, NJ","Shelton, CT",Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"Unilever, Procter & Gamble, Henkel",0,0,52,113,82.5,Edgewell Personal Care,NJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Masters,3.4,NJ,5001 - 10000,Large,2015,11,Public
senior data scientist,$110K-$150K(Employer est.),Equity Residential,"Chicago, IL","Chicago, IL",Real Estate,Real Estate,$2 to $5 billion (USD),"UDR, AvalonBay Communities, Essex Property Trust",0,0,110,150,130.0,Equity Residential,IL,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,Data Scientist,Senior,Masters,4.3,IL,1001 - 5000,Large,1993,33,Public
data scientist,Employer Provided Salary:$150K-$160K,BPA Services,"Washington, DC","Alexandria, VA",Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,1,150,160,155.0,BPA Services,DC,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,5.0,DC,Unknown,Unknown,,,Private
lead data scientist,$158K-$211K (Glassdoor est.),Visa Inc.,"Bellevue, WA","Foster City, CA",IT Services,Information Technology,$10+ billion (USD),"American Express, Mastercard, Discover",0,0,158,211,184.5,Visa Inc.,WA,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Data Scientist,Senior,Not_Specified,3.7,WA,10000+,Very Large,1958,68,Public
associate data analyst,$20K-$39K (Glassdoor est.),Intrado,"Longmont, CO","Omaha, NE",Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD),-1,0,0,20,39,29.5,Intrado,CO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Masters,3.1,CO,5001 - 10000,Large,1986,40,Private
spectral scientist engineer,$56K-$117K (Glassdoor est.),Centauri,"Beavercreek, OH","Chantilly, VA",Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"TASC, Vencore, Booz Allen Hamilton",0,0,56,117,86.5,Centauri,OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Masters,4.7,OH,501 - 1000,Medium,1999,27,Private
college hire   data scientist   open to december 2019 graduates,$63K-$99K (Glassdoor est.),Caterpillar,"Peoria, IL","Deerfield, IL",Industrial Manufacturing,Manufacturing,$10+ billion (USD),"John Deere, Komatsu, CNH Industrial",0,0,63,99,81.0,Caterpillar,IL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.7,IL,10000+,Very Large,1925,101,Public
data scientist,$68K-$114K (Glassdoor est.),Zimmerman Advertising,"Fort Lauderdale, FL","Fort Lauderdale, FL",Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,68,114,91.0,Zimmerman Advertising,FL,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.8,FL,501 - 1000,Medium,1984,42,Subsidiary
data scientist  office of data science,$86K-$143K (Glassdoor est.),Liberty Mutual Insurance,"Boston, MA","Boston, MA",Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,86,143,114.5,Liberty Mutual Insurance,MA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.3,MA,10000+,Very Large,1912,114,Private
data science analyst,$41K-$95K (Glassdoor est.),"Torch Technologies, Inc.","Huntsville, AL","Huntsville, AL",Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1,0,0,41,95,68.0,"Torch Technologies, Inc.",AL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.6,AL,1001 - 5000,Large,2002,24,Private
data scientist,$86K-$144K (Glassdoor est.),Swiss Re,"Armonk, NY","Zurich, Switzerland",Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Munich Re, Hannover RE, SCOR",0,0,86,144,115.0,Swiss Re,NY,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.7,NY,10000+,Very Large,1863,163,Public
data scientist,$80K-$139K (Glassdoor est.),Northrop Grumman,"San Diego, CA","Falls Church, VA",Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,80,139,109.5,Northrop Grumman,CA,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.7,CA,10000+,Very Large,1939,87,Public
data scientist,$56K-$95K (Glassdoor est.),Sartorius,"Albuquerque, NM","Gottingen, Germany",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1,0,0,56,95,75.5,Sartorius,NM,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.5,NM,5001 - 10000,Large,1870,156,Public
data scientist,$120K-$189K (Glassdoor est.),Netskope,"San Francisco, CA","Santa Clara, CA",Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Skyhigh Networks, Zscaler, NortonLifeLock",0,0,120,189,154.5,Netskope,CA,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Data Scientist,Not Specified,PhD,4.1,CA,501 - 1000,Medium,2012,14,Private
data scientist,$111K-$176K (Glassdoor est.),1904labs,"Saint Louis, MO","Saint Louis, MO",IT Services,Information Technology,Unknown / Non-Applicable,"Slalom, Daugherty Business Solutions",0,0,111,176,143.5,1904labs,MO,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.7,MO,51 - 200,Small,2016,10,Private
data scientist,$54K-$93K (Glassdoor est.),ClearOne Advantage,"Baltimore, MD","Baltimore, MD",Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1,0,0,54,93,73.5,ClearOne Advantage,MD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.1,MD,501 - 1000,Medium,2008,18,Private
data scientist,$71K-$119K (Glassdoor est.),CyrusOne,"Dallas, TX","Dallas, TX",Real Estate,Real Estate,$1 to $2 billion (USD),"Digital Realty, CoreSite, Equinix",0,0,71,119,95.0,CyrusOne,TX,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,Data Scientist,Not Specified,Not_Specified,3.4,TX,201 - 500,Medium,2000,26,Public
senior data scientist,$82K-$132K (Glassdoor est.),The David J. Joseph Company,"Cincinnati, OH","Cincinnati, OH",Metals Brokers,Mining & Metals,Unknown / Non-Applicable,-1,0,0,82,132,107.0,The David J. Joseph Company,OH,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,Data Scientist,Senior,Masters,4.4,OH,201 - 500,Medium,1885,141,Subsidiary
data scientist,$84K-$146K (Glassdoor est.),USEReady,"New York, NY","New York, NY",Consulting,Business Services,$10 to $25 million (USD),-1,0,0,84,146,115.0,USEReady,NY,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.3,NY,201 - 500,Medium,2011,15,Private
senior risk data scientist,$107K-$172K (Glassdoor est.),Bill.com,"Palo Alto, CA","Palo Alto, CA",Financial Transaction Processing,Finance,$50 to $100 million (USD),-1,0,0,107,172,139.5,Bill.com,CA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,3.8,CA,501 - 1000,Medium,2006,20,Public
data scientist in artificial intelligence early career,$49K-$85K (Glassdoor est.),Pacific Northwest National Laboratory,"Richland, WA","Richland, WA",Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,49,85,67.0,Pacific Northwest National Laboratory,WA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.8,WA,1001 - 5000,Large,1965,61,Government
data scientist,$61K-$109K (Glassdoor est.),DICK'S Sporting Goods - Corporate,"Coraopolis, PA","Coraopolis, PA",Sporting Goods Stores,Retail,$5 to $10 billion (USD),"REI, Academy Sports + Outdoors, Cabela's",0,0,61,109,85.0,DICK'S Sporting Goods - Corporate,PA,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.8,PA,10000+,Very Large,1948,78,Public
data scientist,$88K-$148K (Glassdoor est.),Berg Health,"Framingham, MA","Framingham, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1,0,0,88,148,118.0,Berg Health,MA,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,PhD,2.8,MA,51 - 200,Small,2006,20,Private
data scientist,$60K-$99K (Glassdoor est.),Oversight Systems,"Atlanta, GA","Atlanta, GA",Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,0,0,60,99,79.5,Oversight Systems,GA,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.7,GA,51 - 200,Small,2003,23,Private
data scientist   research,$41K-$72K (Glassdoor est.),C Space,"Boston, MA","Boston, MA",Advertising & Marketing,Business Services,$100 to $500 million (USD),"IDEO, Gongos, Inc., Ipsos",0,0,41,72,56.5,C Space,MA,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.1,MA,201 - 500,Medium,1999,27,Public
data scientist,$96K-$161K (Glassdoor est.),"Numeric, LLC","Philadelphia, PA","Chadds Ford, PA",Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,96,161,128.5,"Numeric, LLC",PA,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.2,PA,Unknown,Unknown,,,Private
r d data analysis scientist,$65K-$130K (Glassdoor est.),HP Inc.,"Vancouver, WA","Palo Alto, CA",Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,65,130,97.5,HP Inc.,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Masters,4.0,WA,10000+,Very Large,1939,87,Public
analytics consultant,$52K-$81K (Glassdoor est.),SpringML,"Indianapolis, IN","Pleasanton, CA",Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,52,81,66.5,SpringML,IN,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Data Analyst,Not Specified,Not_Specified,4.4,IN,Unknown,Unknown,2015,11,Private
director  data science,$139K-$220K (Glassdoor est.),Grainger,"Lake Forest, IL","Lake Forest, IL",Wholesale,Business Services,$10+ billion (USD),-1,0,0,139,220,179.5,Grainger,IL,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.6,IL,10000+,Very Large,1927,99,Public
scientist,$50K-$102K (Glassdoor est.),EAG Laboratories,"Maryland Heights, MO","San Diego, CA",Research & Development,Business Services,$50 to $100 million (USD),-1,0,0,50,102,76.0,EAG Laboratories,MO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,PhD,2.7,MO,501 - 1000,Medium,1978,48,Subsidiary
